Dataset Name,Algorithm Name,Cross Validation,Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time,Inference Time
analcatdata_lawsuit.csv,DBRF,2,n = 9. ests = 39. criterion = gini.,1.0,1.0,0.0,1.0,1.0,1.0,15.5,19.675925925925924
analcatdata_lawsuit.csv,DBRF,3,n = 4. ests = 28. criterion = gini.,0.9629629629629628,0.75,0.0,1.0,0.875,0.787037037037037,4.96875,4.62962962962963
analcatdata_lawsuit.csv,DBRF,4,n = 10. ests = 38. criterion = gini.,1.0,1.0,0.0,1.0,1.0,1.0,16.40625,20.43269230769231
analcatdata_lawsuit.csv,DBRF,5,n = 2. ests = 44. criterion = gini.,1.0,1.0,0.0,1.0,1.0,1.0,3.921875,4.807692307692308
analcatdata_lawsuit.csv,DBRF,6,n = 4. ests = 83. criterion = gini.,1.0,1.0,0.0,1.0,1.0,1.0,14.203125,17.427884615384613
analcatdata_lawsuit.csv,DBRF,7,n = 2. ests = 79. criterion = gini.,1.0,1.0,0.0,1.0,1.0,1.0,6.5625,6.009615384615384
analcatdata_lawsuit.csv,DBRF,8,n = 2. ests = 8. criterion = gini.,0.9615384615384616,0.0,0.0,0.0,0.5,0.038461538461538464,0.875,1.2019230769230769
analcatdata_lawsuit.csv,DBRF,9,n = 1. ests = 6. criterion = gini.,1.0,1.0,0.0,1.0,1.0,1.0,0.390625,0.6009615384615384
annealing.csv,DBRF,0,n = 9. ests = 55. criterion = gini.,0.7777777777777778,0.6315384615384616,0.1151638608305275,0.6911971830985916,0.9971012129907396,0.9813757491149796,304.96875,106.94444444444444
annealing.csv,DBRF,0,n = 9. ests = 55. criterion = gini.,0.7777777777777778,0.6315384615384616,0.1151638608305275,0.6911971830985916,0.7686487476635799,0.6868062703716599,304.96875,106.94444444444444
annealing.csv,DBRF,1,n = 10. ests = 81. criterion = gini.,0.7666666666666667,0.5103174603174603,0.0984840474335038,0.5094505494505495,0.9971012129907396,0.9813757491149796,485.265625,156.77083333333331
annealing.csv,DBRF,1,n = 10. ests = 81. criterion = gini.,0.7666666666666667,0.5103174603174603,0.0984840474335038,0.5094505494505495,0.8828749803271597,0.8340910097433197,485.265625,156.77083333333331
annealing.csv,DBRF,2,n = 1. ests = 55. criterion = gini.,0.9333333333333332,0.8637254901960784,0.04789356984478936,0.9461111111111112,0.9971012129907396,0.9813757491149796,33.90625,12.326388888888893
annealing.csv,DBRF,2,n = 1. ests = 55. criterion = gini.,0.9333333333333332,0.8637254901960784,0.04789356984478936,0.9461111111111112,0.9971012129907396,0.9813757491149796,33.90625,12.326388888888893
annealing.csv,DBRF,3,n = 7. ests = 61. criterion = gini.,0.7222222222222222,0.30147186147186145,0.1608851998149532,0.3546666666666667,0.9971012129907396,0.9813757491149796,257.171875,90.10416666666666
annealing.csv,DBRF,3,n = 7. ests = 61. criterion = gini.,0.7222222222222222,0.30147186147186145,0.1608851998149532,0.3546666666666667,0.9384446514186215,0.8805118794262803,257.171875,90.10416666666666
annealing.csv,DBRF,4,n = 9. ests = 7. criterion = gini.,0.7111111111111111,0.4358288770053476,0.14280553123649972,0.3575983436853002,0.9971012129907396,0.9813757491149796,51.21875,13.020833333333332
annealing.csv,DBRF,4,n = 9. ests = 7. criterion = gini.,0.7111111111111111,0.4358288770053476,0.14280553123649972,0.3575983436853002,0.8797880898465035,0.7796480097375809,51.21875,13.020833333333332
ar4.csv,DBRF,0,n = 2. ests = 80. criterion = gini.,0.9090909090909092,0.0,0.0,0.0,0.5,0.09090909090909093,2.71875,9.943181818181818
ar4.csv,DBRF,1,n = 7. ests = 72. criterion = gini.,0.8181818181818182,0.5,0.0,1.0,0.75,0.6818181818181819,8.5,28.40909090909091
ar4.csv,DBRF,2,n = 4. ests = 43. criterion = gini.,0.8181818181818182,0.0,0.0,0.0,0.5,0.18181818181818185,3.078125,7.1022727272727275
ar4.csv,DBRF,3,n = 9. ests = 10. criterion = gini.,1.0,,0.0,0.0,0.5,0.09090909090909093,1.921875,7.1022727272727275
ar4.csv,DBRF,4,n = 8. ests = 36. criterion = gini.,0.7272727272727273,0.0,0.2,0.0,0.4,0.09090909090909093,5.046875,17.045454545454547
ar4.csv,DBRF,5,n = 5. ests = 76. criterion = gini.,0.9090909090909092,0.0,0.0,0.0,0.5,0.09090909090909093,6.390625,18.46590909090909
ar4.csv,DBRF,6,n = 2. ests = 6. criterion = gini.,0.9090909090909092,1.0,0.1111111111111111,0.6666666666666666,0.9444444444444444,0.6666666666666666,0.328125,1.4204545454545454
ar4.csv,DBRF,7,n = 4. ests = 13. criterion = gini.,0.8,0.3333333333333333,0.0,1.0,0.6666666666666666,0.5333333333333333,1.078125,4.6875
ar4.csv,DBRF,8,n = 7. ests = 12. criterion = gini.,0.7,0.0,0.0,0.0,0.5,0.3,1.734375,6.25
ar4.csv,DBRF,9,n = 5. ests = 46. criterion = gini.,0.7,0.6666666666666666,0.2857142857142857,0.5,0.6904761904761905,0.43333333333333335,4.140625,12.5
arrhythmia.csv,DBRF,0,n = 6.089689606670145. ests = 32.50168862058382. criterion = entropy.,0.6521739130434783,0.173992673992674,0.06367521367521367,0.3314814814814815,0.6796158313231484,0.8661408456863002,268.015625,178.3288043478261
arrhythmia.csv,DBRF,0,n = 6.089689606670145. ests = 32.50168862058382. criterion = entropy.,0.6521739130434783,0.173992673992674,0.06367521367521367,0.3314814814814815,0.6796158313231484,0.7400231754777209,268.015625,178.3288043478261
arrhythmia.csv,DBRF,1,n = 10.437480785146242. ests = 25.454608973104502. criterion = entropy.,0.6521739130434783,0.2276923076923077,0.05341588236325078,0.5185810810810811,0.7626769064269064,0.8521277712186803,349.75,212.6358695652174
arrhythmia.csv,DBRF,2,n = 1.0935670485653262. ests = 30.27026239003193. criterion = entropy.,0.7111111111111111,0.4142011834319526,0.0437206612237212,0.7354166666666667,0.7937163637396196,0.8381146967510604,41.5,30.555555555555554
arrhythmia.csv,DBRF,3,n = 7.130634578841324. ests = 32.07045749521953. criterion = gini.,0.5111111111111111,0.2493927125506073,0.055400541035821815,0.3385057471264368,0.6590319035285002,0.8241016222834405,317.78125,216.31944444444443
arrhythmia.csv,DBRF,4,n = 1.3842542647273473. ests = 24.028221738720053. criterion = entropy.,0.6,0.2887989203778678,0.0569362261669954,0.2051948051948052,0.6448110128789916,0.8100885478158206,34.375,29.86111111111111
arrhythmia.csv,DBRF,6,n = 2.8633234332676. ests = 27.107545313868744. criterion = entropy.,0.7777777777777778,0.32820512820512826,0.03789015862186594,0.4303921568627451,0.723840093779365,0.7960754733482007,112.6875,75.3472222222222
arrhythmia.csv,DBRF,7,n = 4.960982754233623. ests = 31.881151625272313. criterion = entropy.,0.6666666666666666,0.3415695415695416,0.04746840799472378,0.3502178649237473,0.603530168587909,0.7820623988805807,220.0,161.45833333333331
arrhythmia.csv,DBRF,8,n = 5.4171092124884535. ests = 34.38760186438185. criterion = gini.,0.5777777777777777,0.35493395493395496,0.06300988709895593,0.1631578947368421,0.6070595035319637,0.7680493244129608,233.125,135.06944444444446
arrhythmia.csv,DBRF,9,n = 5.4171092124884535. ests = 34.38760186438185. criterion = gini.,0.6666666666666666,0.3682983682983683,0.04461238319039992,0.4989583333333333,0.7701768284811312,0.7540362499453409,230.921875,169.09722222222226
audiology-std.csv,DBRF,0,n = 7. ests = 10. criterion = gini.,0.4,0.32071325730740224,0.04061365286855483,0.2154761904761905,0.7685262011996365,0.21780637886895127,41.046875,72.65625
audiology-std.csv,DBRF,1,n = 8. ests = 12. criterion = gini.,0.65,0.3297610477561685,0.023527133150456167,0.5925925925925926,0.7685262011996365,0.21780637886895127,59.484375,114.0625
audiology-std.csv,DBRF,2,n = 3. ests = 75. criterion = gini.,0.6,0.3388088382049348,0.024475404196766425,0.26666666666666666,0.7685262011996365,0.21780637886895127,107.65625,188.28125
audiology-std.csv,DBRF,3,n = 5. ests = 44. criterion = gini.,0.7,0.3478566286537011,0.019027825555173336,0.4722222222222222,0.7685262011996365,0.21780637886895127,115.046875,201.5625
audiology-std.csv,DBRF,4,n = 2. ests = 58. criterion = gini.,0.4,0.3569044191024674,0.042146811116109364,0.24,0.7685262011996365,0.21780637886895127,59.859375,110.15625
audiology-std.csv,DBRF,5,n = 9. ests = 64. criterion = gini.,0.7,0.3659522095512337,0.017722547108512017,0.4393939393939394,0.7685262011996365,0.21780637886895127,307.28125,650.0
audiology-std.csv,DBRF,6,n = 1. ests = 32. criterion = gini.,0.8947368421052632,0.375,0.007671957671957674,0.8291666666666667,0.7685262011996365,0.21780637886895127,19.171875,45.230263157894726
audiology-std.csv,DBRF,7,n = 9. ests = 32. criterion = gini.,0.6842105263157895,0.375,0.02139501174588894,0.3611111111111111,0.7685262011996365,0.21780637886895127,187.34375,383.2236842105263
audiology-std.csv,DBRF,8,n = 6. ests = 65. criterion = gini.,0.7894736842105263,0.375,0.01429963798384851,0.5479166666666666,0.7685262011996365,0.21780637886895127,266.234375,490.1315789473684
audiology-std.csv,DBRF,9,n = 2. ests = 11. criterion = gini.,0.4736842105263158,0.375,0.032766932308985974,0.3214285714285713,0.7685262011996365,0.21780637886895127,21.140625,35.36184210526316
autos.csv,DBRF,0,n = 5. ests = 50. criterion = gini.,0.9523809523809524,0.0,0.0,0.0,0.5,0.047619047619047616,7.828125,12.648809523809526
autos.csv,DBRF,1,n = 9. ests = 17. criterion = gini.,1.0,,0.0,0.0,0.5,0.047619047619047616,5.4375,8.18452380952381
autos.csv,DBRF,2,n = 9. ests = 21. criterion = gini.,1.0,,0.0,0.0,0.5,0.047619047619047616,6.65625,11.904761904761903
autos.csv,DBRF,3,n = 6. ests = 77. criterion = gini.,1.0,,0.0,0.0,0.5,0.047619047619047616,14.734375,23.809523809523807
autos.csv,DBRF,4,n = 3. ests = 26. criterion = gini.,1.0,,0.0,0.0,0.5,0.047619047619047616,2.65625,4.464285714285714
autos.csv,DBRF,5,n = 9. ests = 55. criterion = gini.,1.0,,0.0,0.0,0.5,0.05,15.671875,27.34375
autos.csv,DBRF,6,n = 9. ests = 60. criterion = gini.,1.0,,0.0,0.0,0.5,0.05,16.984375,29.6875
autos.csv,DBRF,7,n = 5. ests = 56. criterion = gini.,1.0,,0.0,0.0,0.5,0.05,9.875,13.28125
autos.csv,DBRF,8,n = 4. ests = 35. criterion = gini.,1.0,,0.0,0.0,0.5,0.05,4.6875,7.8125
autos.csv,DBRF,9,n = 5. ests = 56. criterion = gini.,1.0,,0.0,0.0,0.5,0.05,9.109375,14.0625
balance-scale.csv,DBRF,0,n = 4. ests = 96. criterion = gini.,0.8253968253968254,0.6188034188034188,0.09735384735384736,0.5675287356321839,0.8211315282743854,0.6787841400488817,93.96875,52.82738095238096
balance-scale.csv,DBRF,1,n = 3. ests = 23. criterion = gini.,0.5238095238095238,0.4318181818181818,0.2790823211875844,0.4442528735632185,0.6009780667675404,0.4654211072789224,18.328125,10.664682539682538
balance-scale.csv,DBRF,2,n = 10. ests = 74. criterion = gini.,0.8571428571428571,0.6201923076923077,0.07978835342572829,0.5887445887445887,0.7442700974055256,0.6680189040265375,184.75,97.47023809523807
balance-scale.csv,DBRF,3,n = 2. ests = 37. criterion = gini.,0.873015873015873,0.6116071428571429,0.060317460317460325,0.6222222222222222,0.8034967571257893,0.6738145212342149,19.515625,10.664682539682538
balance-scale.csv,DBRF,4,n = 4. ests = 77. criterion = gini.,0.8412698412698413,0.6220833333333333,0.08885116015846066,0.5920060331825038,0.8289836823240897,0.6868699441290259,77.71875,39.68253968253968
balance-scale.csv,DBRF,5,n = 7. ests = 51. criterion = gini.,0.8387096774193549,0.6251167133520075,0.08848590433956288,0.5694444444444444,0.7863253875090317,0.6901275019354237,91.9375,47.3790322580645
balance-scale.csv,DBRF,6,n = 3. ests = 73. criterion = gini.,0.7741935483870968,0.5504807692307693,0.11060025542784163,0.58,0.7358722615188132,0.6551223697570056,54.109375,28.98185483870968
balance-scale.csv,DBRF,7,n = 5. ests = 90. criterion = gini.,0.8548387096774194,0.5739926739926741,0.06744586116170816,0.6148989898989901,0.867730817047757,0.6684134453098297,113.203125,61.23991935483871
balance-scale.csv,DBRF,8,n = 9. ests = 31. criterion = gini.,0.9032258064516128,0.6141793967880925,0.05965811965811965,0.6251526251526252,0.7104617995922343,0.6708186685553077,76.015625,41.582661290322584
balance-scale.csv,DBRF,9,n = 9. ests = 99. criterion = gini.,0.8709677419354839,0.6666666666666666,0.07539682539682539,0.572972972972973,0.8333002645502646,0.7109709666394726,279.546875,133.82056451612902
bank.csv,DBRF,0,n = 10. ests = 75. criterion = gini.,0.8675496688741722,0.1509433962264151,0.0375,0.3478260869565217,0.5567216981132076,0.15183979920573265,522.8125,35.423565121412814
bank.csv,DBRF,1,n = 4. ests = 53. criterion = gini.,0.8783185840707964,0.18181818181818185,0.046568627450980386,0.2962962962962963,0.5676247771836007,0.1335180715711689,146.640625,9.921183628318584
bank.csv,DBRF,2,n = 4. ests = 69. criterion = gini.,0.8606194690265486,0.15789473684210525,0.0748792270531401,0.16216216216216214,0.5415077548944827,0.09640101209733254,194.59375,13.170630530973453
bank.csv,DBRF,3,n = 2. ests = 87. criterion = gini.,0.834070796460177,0.16393442622950818,0.06138107416879796,0.29411764705882354,0.5512766760303551,0.16104786612164088,118.265625,8.019911504424776
bank.csv,DBRF,4,n = 3. ests = 96. criterion = gini.,0.8407079646017699,0.11475409836065575,0.04603580562659847,0.28,0.5343591463670285,0.15160017408965618,200.1875,13.689159292035393
bank.csv,DBRF,5,n = 3. ests = 18. criterion = gini.,0.8539823008849557,0.13953488372093026,0.07090464547677261,0.17142857142857146,0.5343151191220789,0.1057786728603769,41.171875,2.696349557522124
bank.csv,DBRF,6,n = 4. ests = 69. criterion = gini.,0.8451327433628318,0.037037037037037035,0.04522613065326633,0.1,0.4959054531918853,0.11874795149131435,193.421875,13.06692477876106
bank.csv,DBRF,7,n = 9. ests = 38. criterion = gini.,0.8207964601769911,0.09230769230769233,0.05684754521963824,0.21428571428571427,0.5177300735440271,0.15031119323154726,244.375,17.38799778761062
bank.csv,DBRF,8,n = 5. ests = 8. criterion = gini.,0.8407079646017699,0.10714285714285714,0.05555555555555555,0.21428571428571427,0.5257936507936508,0.13357865270001806,36.9375,2.0395464601769917
bank.csv,DBRF,9,n = 6. ests = 17. criterion = gini.,0.8628318584070797,0.0,0.039408866995073885,0.0,0.4802955665024631,0.10176991150442477,80.0,5.08158185840708
baseball.csv,DBRF,0,n = 8. ests = 90. criterion = gini.,0.9701492537313432,0.7777777777777778,0.0,1.0,0.8888888888888888,0.8076285240464345,148.40625,33.582089552238806
baseball.csv,DBRF,1,n = 6. ests = 61. criterion = gini.,0.9850746268656716,0.8666666666666667,0.0,1.0,0.9333333333333332,0.8815920398009951,75.484375,17.140858208955223
baseball.csv,DBRF,2,n = 6. ests = 30. criterion = gini.,0.9253731343283582,0.5294117647058824,0.017094017094017096,0.8181818181818182,0.7561588738059325,0.4928565727512172,38.296875,9.211753731343284
baseball.csv,DBRF,3,n = 3. ests = 19. criterion = gini.,0.8432835820895522,0.3333333333333333,0.09243697478991596,0.3125,0.6204481792717087,0.17879353233830847,12.75,3.0317164179104483
baseball.csv,DBRF,4,n = 8. ests = 76. criterion = gini.,0.9850746268656716,0.8461538461538461,0.0,1.0,0.9230769230769232,0.8610792192881745,122.0625,28.21828358208955
baseball.csv,DBRF,5,n = 8. ests = 73. criterion = gini.,1.0,1.0,0.0,1.0,1.0,1.0,119.125,27.518656716417908
baseball.csv,DBRF,6,n = 10. ests = 26. criterion = gini.,0.7761194029850746,0.1176470588235294,0.1282051282051282,0.1176470588235294,0.4947209653092006,0.12578112895728968,55.9375,13.526119402985074
